"","species.m","animal","class.m","long.m","mass.m","BMR","noct.m","volant.m","fossorial.m","forage.m","BMR.q"
"139","Leopardus_pardalis","Leopardus_pardalis","Mammalia",1.2073187517883,1.19145823448198,-1.03763918821626,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"140","Leopardus_wiedii","Leopardus_wiedii","Mammalia",0.972825898191096,0.869828401861013,-1.19469254116147,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"141","Leptailurus_serval","Leptailurus_serval","Mammalia",0.872506426838595,1.34457088731242,-1.00154897533664,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"142","Leptonycteris_curasoae","Leptonycteris_curasoae","Mammalia",-0.285685990278927,-0.962745812647217,0.665261415977292,"nocturnal","volant","nonfossorial","volant","good"
"143","Lepus_timidus","Lepus_timidus","Mammalia",0.554520168860596,0.917523026527477,-0.0461590600328443,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"144","Loris_tardigradus","Loris_tardigradus","Mammalia",0.655916319716567,-0.134576091025383,-0.590024939967073,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"145","Lutra_lutra","Lutra_lutra","Mammalia",0.570587245079906,1.0940246219941,-0.591658147552506,"cathemeral","nonvolant","semifossorial","aquatic","good"
"146","Lutreolina_crassicaudata","Lutreolina_crassicaudata","Mammalia",-2.10009246775897,0.0272169944400036,-0.475573541123536,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"147","Lycaon_pictus","Lycaon_pictus","Mammalia",0.471408656958158,1.59645974562756,-0.143502729522891,"crepuscular","nonvolant","nonfossorial","terrestrial","good"
"148","Lynx_rufus","Lynx_rufus","Mammalia",1.40469989645297,1.18301225421513,-0.594100218819403,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"149","Macaca_mulatta","Macaca_mulatta","Mammalia",1.71559475858283,1.16707923812798,-0.86817501752773,"diurnal","nonvolant","nonfossorial","semiarboreal","good"
"150","Macroderma_gigas","Macroderma_gigas","Mammalia",0.885431450635394,-0.304482121684519,0.143494827623134,"nocturnal","volant","nonfossorial","terrestrial","good"
"151","Macropus_eugenii","Macropus_eugenii","Mammalia",0.299076022226522,1.08015943081036,-1.0748138995521,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"152","Macropus_robustus","Macropus_robustus","Mammalia",0.846306517954781,1.64203469906837,-1.53991854654555,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"153","Macropus_rufus","Macropus_rufus","Mammalia",1.03218334804881,1.86471927148742,-1.61169014370771,"cathemeral","nonvolant","nonfossorial","terrestrial","good"
"154","Macroscelides_proboscideus","Macroscelides_proboscideus","Mammalia",-0.502649113898986,-0.790074017650953,0.604238916206902,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"155","Macrotis_lagotis","Macrotis_lagotis","Mammalia",-0.359511774465375,0.48887775555815,-0.867337509029928,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"156","Macrotus_californicus","Macrotus_californicus","Mammalia",0.471408656958158,-1.24484920177807,0.518161507398372,"nocturnal","volant","nonfossorial","volant","good"
"157","Madoqua_kirkii","Madoqua_kirkii","Mammalia",0.496844680558842,0.983771008105668,-0.667385002629463,"cathemeral","nonvolant","nonfossorial","terrestrial","good"
"158","Marmosa_robinsoni","Marmosa_robinsoni","Mammalia",-1.3080288662029,-0.55913327843401,0.0412569272421744,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"159","Marmota_monax","Marmota_monax","Mammalia",0.189095016304583,0.901791646352441,-1.238376372063,"diurnal","nonvolant","fossorial","terrestrial","good"
"160","Martes_martes","Martes_martes","Mammalia",0.570587245079906,0.48887775555815,0.0412325280706389,"nocturnal","nonvolant","nonfossorial","semiarboreal","good"
"161","Meles_meles","Meles_meles","Mammalia",0.602198394457668,1.33481058755985,-1.15345954559593,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"162","Melursus_ursinus","Melursus_ursinus","Mammalia",1.44903429426347,2.08435499685686,-1.9917409378091,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"163","Mephitis_mephitis","Mephitis_mephitis","Mammalia",0.178671634013177,0.852734354412314,-1.1698645223022,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"164","Meriones_unguiculatus","Meriones_unguiculatus","Mammalia",-0.971979573417648,-0.685303848259609,0.443943542396946,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"165","Mesocricetus_auratus","Mesocricetus_auratus","Mammalia",-1.66930549781931,-0.435518775377873,0.12060067033294,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"166","Metachirus_nudicaudatus","Metachirus_nudicaudatus","Mammalia",-2.05079772659463,0.090874245730796,-0.256325985567024,"nocturnal","nonvolant","nonfossorial","semiarboreal","good"
"167","Micaelamys_namaquensis","Micaelamys_namaquensis","Mammalia",-1.39799914366693,-0.726166362651047,0.0255039679852917,"nocturnal","nonvolant","nonfossorial","semiarboreal","good"
"168","Microgale_dobsoni","Microgale_dobsoni","Mammalia",-1.14324265635189,-0.810857057455872,0.216119524469653,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"169","Microgale_talazaci","Microgale_talazaci","Mammalia",-1.09221792616373,-0.708094655897727,0.269610721147091,"cathemeral","nonvolant","semifossorial","semiarboreal","good"
"170","Micromys_minutus","Micromys_minutus","Mammalia",-1.70707529936456,-1.48704547218893,1.4552380557025,"cathemeral","nonvolant","nonfossorial","terrestrial","good"
"171","Microtus_agrestis","Microtus_agrestis","Mammalia",-1.36738631606062,-0.738727721664236,1.19139312568886,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"172","Microtus_arvalis","Microtus_arvalis","Mammalia",-1.36738631606062,-0.927730381267165,1.29907933727382,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"173","Microtus_guentheri","Microtus_guentheri","Mammalia",-1.66930549781931,-0.696522550827262,0.951567667803961,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"174","Microtus_ochrogaster","Microtus_ochrogaster","Mammalia",-1.22330263386467,-0.790074017650953,0.89833007356457,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"175","Microtus_pinetorum","Microtus_pinetorum","Mammalia",-1.70707529936456,-0.955470644992957,1.2232746621153,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"176","Miniopterus_schreibersii","Miniopterus_schreibersii","Mammalia",0.846306517954781,-1.20298790844524,1.23830689685335,"nocturnal","volant","nonfossorial","volant","good"
"177","Monodelphis_domestica","Monodelphis_domestica","Mammalia",-1.27923474502881,-0.435518775377873,-0.31729590759299,"nocturnal","nonvolant","nonfossorial","semiarboreal","good"
"178","Mus_minutoides","Mus_minutoides","Mammalia",-1.52733373408177,-1.42006345647844,1.35428833119002,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"179","Mus_musculus","Mus_musculus","Mammalia",-1.63249199726413,-1.03565350457958,2.04729099922792,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"180","Mustela_erminea","Mustela_erminea","Mammalia",0.0243088064535728,-0.417427475335783,0.717601589682599,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"181","Mustela_nivalis","Mustela_nivalis","Mammalia",-0.437287296515335,-0.731609187549334,1.19762451349294,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"182","Mustela_putorius","Mustela_putorius","Mammalia",-0.148409059596517,0.314619965050987,0.0411144678676895,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"183","Myocastor_coypus","Myocastor_coypus","Mammalia",-0.536465884637084,1.14948895585636,-0.105753484393908,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"184","Myodes_glareolus","Myodes_glareolus","Mammalia",-1.33740472597366,-1.03031611344898,1.21598544544525,"cathemeral","nonvolant","nonfossorial","terrestrial","good"
"185","Myoprocta_acouchy","Myoprocta_acouchy","Mammalia",0.269896669733984,0.298846008556857,-0.37141249548318,"diurnal","nonvolant","semifossorial","terrestrial","good"
"186","Myosorex_varius","Myosorex_varius","Mammalia",-2.56942292727763,-1.09378246634057,1.01737226516084,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"187","Myotis_lucifugus","Myotis_lucifugus","Mammalia",1.4792831985534,-1.29937633114993,0.885514278606068,"nocturnal","volant","nonfossorial","volant","good"
"188","Myotis_nigricans","Myotis_nigricans","Mammalia",-0.818779525290659,-1.61808212588229,0.582112477010902,"nocturnal","volant","nonfossorial","volant","good"
"189","Myotis_velifer","Myotis_velifer","Mammalia",-0.122443090959849,-1.29572073918784,-0.269516530700706,"nocturnal","volant","nonfossorial","volant","good"
"190","Myotis_vivesi","Myotis_vivesi","Mammalia",-0.300154324607657,-0.962745812647217,0.683228884578482,"nocturnal","volant","nonfossorial","aquatic","good"
"191","Myotis_yumanensis","Myotis_yumanensis","Mammalia",0.189095016304583,-1.4720481261462,0.860597742149518,"nocturnal","volant","nonfossorial","volant","good"
"192","Myrmecobius_fasciatus","Myrmecobius_fasciatus","Mammalia",-0.161568023640461,0.116276780158329,-0.757556745423952,"diurnal","nonvolant","nonfossorial","terrestrial","good"
"193","Myrmecophaga_tridactyla","Myrmecophaga_tridactyla","Mammalia",1.3449672548494,1.62319036540357,-2.42460283362722,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"194","Mystromys_albicaudatus","Mystromys_albicaudatus","Mammalia",-0.971979573417648,-0.432036436878556,0.61545585296509,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"195","Nasua_narica","Nasua_narica","Mammalia",1.11141219915829,0.878081228819894,-0.935898062208384,"cathemeral","nonvolant","nonfossorial","semiarboreal","good"
"196","Nasua_nasua","Nasua_nasua","Mammalia",0.954535649444324,0.964926674440875,-1.23812868333487,"cathemeral","nonvolant","nonfossorial","semiarboreal","good"
"197","Neomys_fodiens","Neomys_fodiens","Mammalia",-2.00311950099756,-1.15041495368622,1.46297878052237,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"198","Neotoma_albigula","Neotoma_albigula","Mammalia",-0.374737626708085,-0.182621244683487,-0.0587332504231214,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"199","Neotoma_lepida","Neotoma_lepida","Mammalia",-0.229210713025917,-0.137984992388309,-0.0760370696354665,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"200","Noctilio_leporinus","Noctilio_leporinus","Mammalia",-0.0594871279623244,-0.708094655897727,-0.00457620401630222,"nocturnal","volant","nonfossorial","aquatic","good"
"201","Notomys_alexis","Notomys_alexis","Mammalia",-0.949080586730117,-0.83913130959108,0.65903457063318,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"202","Nyctereutes_procyonoides","Nyctereutes_procyonoides","Mammalia",0.436786649814047,1.08015943081036,-0.719256992068684,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"203","Nycticebus_coucang","Nycticebus_coucang","Mammalia",1.07798416137345,0.349883015376158,-1.28214114611007,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"204","Ochotona_princeps","Ochotona_princeps","Mammalia",-0.818779525290659,-0.453443499148236,0.754709963932695,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"205","Ochrotomys_nuttalli","Ochrotomys_nuttalli","Mammalia",-0.553673844087147,-1.00970974302039,0.647400406686145,"nocturnal","nonvolant","nonfossorial","semiarboreal","good"
"206","Octodon_degus","Octodon_degus","Mammalia",0.189095016304583,-0.139545011551891,0.20763346445099,"diurnal","nonvolant","semifossorial","terrestrial","good"
"207","Odocoileus_virginianus","Odocoileus_virginianus","Mammalia",0.910941852384025,2.03319234694294,-1.2381200073524,"crepuscular","nonvolant","nonfossorial","terrestrial","good"
"208","Onychomys_torridus","Onychomys_torridus","Mammalia",-1.42927036186769,-1.00970974302039,0.760282227523335,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"209","Oreamnos_americanus","Oreamnos_americanus","Mammalia",0.764749314701679,2.04564723328157,-1.19496324702988,"cathemeral","nonvolant","nonfossorial","terrestrial","good"
"210","Ornithorhynchus_anatinus","Ornithorhynchus_anatinus","Mammalia",0.885431450635394,0.474468694606687,-0.836780366824855,"crepuscular","nonvolant","semifossorial","aquatic","good"
"211","Orycteropus_afer","Orycteropus_afer","Mammalia",1.28756286855328,1.89668585581786,-1.97440686988799,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"212","Oryx_leucoryx","Oryx_leucoryx","Mammalia",0.764749314701679,2.1554470065181,-1.37090802499673,"diurnal","nonvolant","nonfossorial","terrestrial","good"
"213","Otolemur_crassicaudatus","Otolemur_crassicaudatus","Mammalia",0.891851132599697,0.425663236763705,-0.631853966443754,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"214","Otolemur_garnettii","Otolemur_garnettii","Mammalia",0.578554692976395,0.48887775555815,-0.399717759106426,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"215","Ovis_canadensis","Ovis_canadensis","Mammalia",0.750700359004803,1.95475880965725,-0.837084862887444,"diurnal","nonvolant","nonfossorial","terrestrial","good"
"216","Pan_troglodytes","Pan_troglodytes","Mammalia",2.29054982368778,1.79086134437731,-1.16166565973008,"diurnal","nonvolant","nonfossorial","semiarboreal","good"
"217","Panthera_leo","Panthera_leo","Mammalia",1.14408898112534,2.28994886166622,-1.64304308789822,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"218","Panthera_onca","Panthera_onca","Mammalia",1.19696955789982,2.00761918120637,-1.36877602784784,"cathemeral","nonvolant","nonfossorial","terrestrial","good"
"219","Panthera_tigris","Panthera_tigris","Mammalia",1.1058939549527,2.15041740267292,-1.63671962744996,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"220","Papio_hamadryas","Papio_hamadryas","Mammalia",1.62175216031356,1.45436555802937,-1.06560940329041,"diurnal","nonvolant","nonfossorial","terrestrial","good"
"221","Paraechinus_aethiopicus","Paraechinus_aethiopicus","Mammalia",-0.971979573417648,-0.221524373305117,-1.23764135692347,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"222","Pecari_tajacu","Pecari_tajacu","Mammalia",1.36823264083407,1.49672891356674,-1.08247707160292,"cathemeral","nonvolant","nonfossorial","terrestrial","good"
"223","Pedetes_capensis","Pedetes_capensis","Mammalia",0.707720216987585,0.852734354412314,-0.884128884548804,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"224","Perameles_gunnii","Perameles_gunnii","Mammalia",-1.01888866088359,0.294554648084449,-0.471403551652131,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"225","Perameles_nasuta","Perameles_nasuta","Mammalia",-1.14324265635189,0.336651983001752,-0.497354716080024,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"226","Perodicticus_potto","Perodicticus_potto","Mammalia",1.13327810899739,0.467046543969471,-0.806670423675235,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"227","Perognathus_longimembris","Perognathus_longimembris","Mammalia",-0.571087891781195,-1.38135569290316,0.75462982950023,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"228","Perognathus_parvus","Perognathus_parvus","Mammalia",-1.09221792616373,-1.04289283164447,0.728126426622603,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"229","Peromyscus_californicus","Peromyscus_californicus","Mammalia",-1.1694425652357,-0.772149293880589,0.463693223428541,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"230","Peromyscus_crinitus","Peromyscus_crinitus","Mammalia",-0.680193224323463,-1.11539952230616,0.710528658177244,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"231","Peromyscus_eremicus","Peromyscus_eremicus","Mammalia",-0.737977871861259,-0.962745812647217,0.711334761903049,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"232","Peromyscus_leucopus","Peromyscus_leucopus","Mammalia",-0.64290770441566,-0.993378878413726,0.849181700081049,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"233","Peromyscus_maniculatus","Peromyscus_maniculatus","Mammalia",-0.571087891781195,-1.03565350457958,1.06732561609349,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"234","Peromyscus_polionotus","Peromyscus_polionotus","Mammalia",-1.1694425652357,-1.1757618280938,0.923547036723372,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"235","Peromyscus_truei","Peromyscus_truei","Mammalia",-1.19612323312638,-0.962745812647217,0.984602048934989,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"236","Phalanger_gymnotis","Phalanger_gymnotis","Mammalia",0.625463780442336,0.714122505313441,-0.928929100901877,"nocturnal","nonvolant","semifossorial","arboreal","good"
"237","Phascogale_tapoatafa","Phascogale_tapoatafa","Mammalia",-1.06736166955757,-0.210930654860829,0.0532717217631776,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"238","Phascolarctos_cinereus","Phascolarctos_cinereus","Mammalia",0.852900885733482,1.21176085626905,-1.38780532435864,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"239","Philander_opossum","Philander_opossum","Mammalia",-1.49390569629693,0.0991304125286876,-0.591015959497633,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"240","Philantomba_monticola","Philantomba_monticola","Mammalia",0.374140719995309,1.06575036985889,-0.641698582322718,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"241","Phodopus_sungorus","Phodopus_sungorus","Mammalia",-1.66930549781931,-0.987044515271037,1.42572056798972,"crepuscular","nonvolant","semifossorial","terrestrial","good"
"242","Phyllostomus_discolor","Phyllostomus_discolor","Mammalia",-0.453354372734646,-0.76010283889142,0.3145309908629,"nocturnal","volant","nonfossorial","arboreal","good"
"243","Phyllostomus_hastatus","Phyllostomus_hastatus","Mammalia",0.554520168860596,-0.530859026298802,0.0946414548667403,"nocturnal","volant","nonfossorial","arboreal","good"
"244","Planigale_maculata","Planigale_maculata","Mammalia",-1.09221792616373,-1.29937633114993,0.545569761049887,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"245","Planigale_tenuirostris","Planigale_tenuirostris","Mammalia",-1.25099976848881,-1.53262042562974,0.8125798917743,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"246","Platyrrhinus_lineatus","Platyrrhinus_lineatus","Mammalia",0.0813379041676665,-1.00970974302039,1.07425733610888,"nocturnal","volant","nonfossorial","arboreal","good"
"247","Plecotus_auritus","Plecotus_auritus","Mammalia",1.29728902925233,-1.39065704948424,0.683228884578482,"nocturnal","volant","nonfossorial","volant","good"
"248","Podomys_floridanus","Podomys_floridanus","Mammalia",-0.737977871861259,-0.87205337940418,0.858197595050206,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"249","Potorous_tridactylus","Potorous_tridactylus","Mammalia",0.240119746492744,0.523893186938202,-0.591692764516448,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"250","Potos_flavus","Potos_flavus","Mammalia",1.65623730872511,0.796101867066668,-0.980361225448183,"nocturnal","nonvolant","nonfossorial","arboreal","good"
"251","Priodontes_maximus","Priodontes_maximus","Mammalia",0.289414487657085,1.67705013044842,-2.68630178151517,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"252","Procavia_capensis","Procavia_capensis","Mammalia",0.269896669733984,0.863083882777158,-1.15363921116699,"diurnal","nonvolant","nonfossorial","terrestrial","good"
"253","Procyon_cancrivorus","Procyon_cancrivorus","Mammalia",0.633136914887156,1.06692412153142,-0.720860389167617,"nocturnal","nonvolant","nonfossorial","semiarboreal","good"
"254","Procyon_lotor","Procyon_lotor","Mammalia",0.778663828569325,1.05075302381616,-0.58426549475756,"nocturnal","nonvolant","nonfossorial","semiarboreal","good"
"255","Proechimys_semispinosus","Proechimys_semispinosus","Mammalia",-1.09221792616373,0.137838176103971,-0.221575625514977,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"256","Propithecus_verreauxi","Propithecus_verreauxi","Mammalia",1.32132355336813,0.983771008105668,-1.36876270475037,"diurnal","nonvolant","nonfossorial","semiarboreal","good"
"257","Proteles_cristata","Proteles_cristata","Mammalia",0.707720216987585,1.23842216485516,-1.1533573099998,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"258","Pseudantechinus_macdonnellensis","Pseudantechinus_macdonnellensis","Mammalia",-0.818779525290659,-0.866357389942527,-0.212017478565413,"nocturnal","nonvolant","nonfossorial","terrestrial","good"
"259","Pseudocheirus_peregrinus","Pseudocheirus_peregrinus","Mammalia",-0.285685990278927,0.33278248479723,-0.932656276504996,"nocturnal","nonvolant","nonfossorial","semiarboreal","good"
"260","Pteropus_giganteus","Pteropus_giganteus","Mammalia",1.71559475858283,0.451736663700316,-0.432692423106296,"nocturnal","volant","nonfossorial","volant","good"
"261","Pteropus_hypomelanus","Pteropus_hypomelanus","Mammalia",0.729369087404985,0.0991304125286876,-0.350439366586915,"nocturnal","volant","nonfossorial","volant","good"
"262","Pteropus_poliocephalus","Pteropus_poliocephalus","Mammalia",0.948387413632917,0.248091789992405,-0.412410626226695,"nocturnal","volant","nonfossorial","volant","good"
"263","Pteropus_pumilus","Pteropus_pumilus","Mammalia",0.48841534910871,-0.198792342398746,-0.184922324367046,"nocturnal","volant","nonfossorial","volant","good"
"264","Pteropus_rodricensis","Pteropus_rodricensis","Mammalia",1.19696955789982,0.00680152241061728,-0.411079768875491,"nocturnal","volant","nonfossorial","volant","good"
"265","Pteropus_scapulatus","Pteropus_scapulatus","Mammalia",0.364966837179582,-0.0498309649350291,-0.153935379595104,"nocturnal","volant","nonfossorial","volant","good"
"266","Pteropus_vampyrus","Pteropus_vampyrus","Mammalia",0.771723215854353,0.342170274495052,0.0274043928229802,"nocturnal","volant","nonfossorial","volant","good"
"267","Puma_concolor","Puma_concolor","Mammalia",0.960657997870399,1.91461057958822,-1.29223138792864,"cathemeral","nonvolant","nonfossorial","terrestrial","good"
"268","Puma_yagouaroundi","Puma_yagouaroundi","Mammalia",0.602198394457668,1.1073855111618,-1.44555981216708,"crepuscular","nonvolant","nonfossorial","terrestrial","good"
"269","Rangifer_tarandus","Rangifer_tarandus","Mammalia",0.83302737906032,2.08891883145952,-1.22067064944848,"diurnal","nonvolant","nonfossorial","terrestrial","good"
"270","Raphicerus_campestris","Raphicerus_campestris","Mammalia",-0.405676147137574,1.33481058755985,-0.763267501564646,"diurnal","nonvolant","nonfossorial","terrestrial","good"
"271","Rattus_fuscipes","Rattus_fuscipes","Mammalia",-1.22330263386467,-0.357055076443547,0.398783411158504,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"272","Rattus_lutreolus","Rattus_lutreolus","Mammalia",-1.49390569629693,-0.402097203161519,-0.312070955292171,"cathemeral","nonvolant","semifossorial","terrestrial","good"
"273","Rattus_norvegicus","Rattus_norvegicus","Mammalia",-1.70707529936456,-0.0498309649350291,0.732790877801225,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"274","Rattus_rattus","Rattus_rattus","Mammalia",-1.56154838568239,-0.198792342398746,0.550688201170387,"nocturnal","nonvolant","semifossorial","semiarboreal","good"
"275","Reithrodon_auritus","Reithrodon_auritus","Mammalia",-1.1694425652357,-0.573111528231048,0.265281294293083,"nocturnal","nonvolant","semifossorial","terrestrial","good"
"276","Rhabdomys_pumilio","Rhabdomys_pumilio","Mammalia",-1.46122891432989,-0.700819488243467,0.0478124853574865,"diurnal","nonvolant","nonfossorial","semiarboreal","good"
"277","Rousettus_aegyptiacus","Rousettus_aegyptiacus","Mammalia",0.904606088098323,-0.37146413739501,0.0947163460942206,"nocturnal","volant","nonfossorial","arboreal","good"
"278","Saccopteryx_bilineata","Saccopteryx_bilineata","Mammalia",-1.04292318499939,-1.38597693573486,0.96410749290178,"nocturnal","volant","nonfossorial","volant","good"
